name	n_tested	n_mwu_sig	n_fisher_sig	mean_delta	mean_abs_delta	frac_mwu_sig	frac_fisher_sig	pip	stratum	nearest_gene	neglogp
chr10:108355983	430	17	120	-0.0028674418604651	0.0441325581395348	0.0395348837209302	0.2790697674418604	0.0063682795	PIP<0.1	ENSG00000203434	23.05589522765649
chr10:109026553	430	4	68	0.0018930232558139	0.0472	0.0093023255813953	0.1581395348837209	0.8757336	PIP_0.5-0.9	RN7SKP278	16.34176172707437
chr10:109245373	436	3	100	0.0011720183486238	0.0638738532110091	0.0068807339449541	0.2293577981651376	0.037680507	PIP<0.1	RNU6-839P	12.487492842164563
chr10:111240964	448	32	82	0.0036227678571428	0.0440959821428571	0.0714285714285714	0.1830357142857142	0.032860637	PIP<0.1	BTBD7P2	17.683812749557944
chr10:111567176	441	3	84	0.0027777777777777	0.0517755102040816	0.0068027210884353	0.1904761904761904	1.0	PIP>0.9	RPS6P15	16.922673907461718
chr10:112292395	445	4	90	-0.0006089887640449	0.0409999999999999	0.0089887640449438	0.2022471910112359	0.78076667	PIP_0.5-0.9	MIR6715A	11.367553604619795
chr10:112601461	444	16	112	-0.0044662162162162	0.045304054054054	0.036036036036036	0.2522522522522522	0.6398991	PIP_0.5-0.9	MIR4295	19.463881771589225
chr10:113402484	437	9	101	0.0013729977116704	0.0426315789473684	0.0205949656750572	0.2311212814645309	0.9760455	PIP>0.9	RNU7-165P	34.30169319280134
chr10:115888375	435	7	105	-0.0004344827586206	0.0488436781609195	0.0160919540229885	0.2413793103448276	0.12896997	PIP_0.1-0.5	NTAN1P1	21.330293556207447
chr10:116176309	447	6	115	0.0011856823266219	0.0452080536912751	0.0134228187919463	0.2572706935123042	0.6655868	PIP_0.5-0.9	ENSG00000285587	17.45911354730911
chr10:11900214	442	27	158	0.0015904977375565	0.027576923076923	0.0610859728506787	0.3574660633484163	0.39083624	PIP_0.1-0.5	PROSER2-AS1	11.058130118414322
chr10:120024138	434	9	79	-0.0013087557603686	0.0469216589861751	0.02073732718894	0.1820276497695852	0.1068666	PIP_0.1-0.5	NACAP2	22.378876239682697
chr10:121111121	443	5	92	0.0009548532731376	0.0518261851015801	0.0112866817155756	0.2076749435665914	0.85303944	PIP_0.5-0.9	RPL19P16	34.06845583426778
chr10:123708096	448	12	136	0.0018035714285714	0.0477232142857142	0.0267857142857142	0.3035714285714285	0.99471384	PIP>0.9	GPR26	10.017526362243505
chr10:124953913	446	45	94	-0.0018587443946188	0.0224372197309417	0.100896860986547	0.210762331838565	0.5378116	PIP_0.5-0.9	ENSG00000226899	15.393330292920623
chr10:125308381	425	1	59	-0.0061270588235294	0.0586635294117647	0.0023529411764705	0.1388235294117647	0.14584196	PIP_0.1-0.5	RPS27P18	12.762432632311404
chr10:126058339	445	18	147	-0.0054426966292134	0.0493842696629213	0.0404494382022471	0.3303370786516854	1.0	PIP>0.9	RNA5SP328	20.86567500621633
chr10:126236301	445	23	143	-0.0009595505617977	0.043067415730337	0.0516853932584269	0.3213483146067415	0.49998236	PIP_0.1-0.5	SAR1AP2	37.47831294298851
chr10:127447180	445	46	152	-0.0011955056179775	0.038	0.1033707865168539	0.3415730337078652	1.0	PIP>0.9	NPS	24.09026495898206
chr10:127898769	445	1	104	-0.0070786516853932	0.0523235955056179	0.0022471910112359	0.2337078651685393	0.5873159	PIP_0.5-0.9	PTPRE	12.514037719428275
chr10:128344757	446	3	111	6.502242152466385e-05	0.0530426008968609	0.0067264573991031	0.2488789237668161	0.99999887	PIP>0.9	ENSG00000234640	18.33741950211669
chr10:128351378	443	11	80	-0.0016591422121896	0.0632618510158013	0.0248306997742663	0.1805869074492099	0.045223475	PIP<0.1	ENSG00000234640	43.59304438203474
chr10:129113711	441	28	139	0.0002834467120181	0.0401519274376417	0.0634920634920634	0.3151927437641723	0.21330929	PIP_0.1-0.5	ENSG00000289400	37.09349427887344
chr10:129579369	440	123	173	3.636363636363637e-05	0.0262136363636363	0.2795454545454545	0.3931818181818182	0.1770826	PIP_0.1-0.5	ENSG00000287466	18.44936522369018
chr10:130737866	442	32	141	-0.0004004524886877	0.0404638009049773	0.0723981900452488	0.3190045248868778	0.8990546	PIP_0.5-0.9	ENSG00000285529	19.860786852770083
chr10:131523777	443	25	145	-0.0006388261851015	0.0475869074492099	0.0564334085778781	0.327313769751693	0.40613866	PIP_0.1-0.5	TCERG1L	23.949484114023853
chr10:132089450	441	8	97	0.0041836734693877	0.046015873015873	0.0181405895691609	0.2199546485260771	0.13719654	PIP_0.1-0.5	JAKMIP3	13.423933325988914
chr10:132152514	449	28	143	-0.0037126948775055	0.0386124721603563	0.0623608017817371	0.3184855233853007	0.9999938	PIP>0.9	JAKMIP3-AS1	17.097582618909332
chr10:133005373	449	97	212	-0.0027906458797327	0.0359487750556792	0.2160356347438752	0.4721603563474387	1.0	PIP>0.9	ENSG00000289633	33.51459340450742
chr10:133034174	450	31	152	0.0012866666666666	0.0332511111111111	0.0688888888888888	0.3377777777777778	0.9987392	PIP>0.9	ENSG00000289039	30.325440232751045
chr10:133065819	448	68	168	-0.0028883928571428	0.0348392857142857	0.1517857142857142	0.375	0.85093284	PIP_0.5-0.9	ADGRA1	15.662205417236748
chr10:133128816	450	138	286	-0.0003799999999999	0.0461577777777777	0.3066666666666666	0.6355555555555555	0.701159	PIP_0.5-0.9	RPL5P28	25.727122199976225
chr10:1409683	447	39	229	-0.0071834451901565	0.0415055928411633	0.087248322147651	0.5123042505592841	0.916319	PIP>0.9	ENSG00000233052	15.143860072829284
chr10:15491451	444	10	122	-0.0001509009009009	0.0375518018018018	0.0225225225225225	0.2747747747747748	0.44047856	PIP_0.1-0.5	FAM171A1	12.798211530147022
chr10:15509306	436	18	105	-0.0008509174311926	0.0373646788990825	0.0412844036697247	0.2408256880733945	0.08475453	PIP<0.1	FAM171A1	49.462212848587725
chr10:15534829	437	38	160	0.0011647597254004	0.0311006864988558	0.0869565217391304	0.3661327231121281	0.013376355	PIP<0.1	FAM171A1	46.061052682512624
chr10:1574410	446	43	158	-0.0007174887892376	0.0457668161434977	0.0964125560538116	0.3542600896860987	0.83196473	PIP_0.5-0.9	ADARB2-AS1	16.7645830087768
chr10:16263151	440	10	88	0.0017522727272727	0.0407704545454545	0.0227272727272727	0.2	0.5418489	PIP_0.5-0.9	LINC02654	11.459068392520209
chr10:16828798	442	6	103	0.0002149321266968	0.0318800904977375	0.0135746606334841	0.2330316742081448	0.60920215	PIP_0.5-0.9	RSU1	15.783702344346043
chr10:18232099	445	22	130	0.0025842696629213	0.0360719101123595	0.049438202247191	0.2921348314606741	1.0	PIP>0.9	ENSG00000235020	14.659690089103874
chr10:18908742	439	1	82	-0.0077425968109339	0.0435193621867881	0.0022779043280182	0.1867881548974943	0.6493083	PIP_0.5-0.9	ENSG00000234813	12.06245668427959
chr10:19047902	444	17	109	-0.0016126126126126	0.0319009009009009	0.0382882882882882	0.2454954954954954	1.0	PIP>0.9	MALRD1	47.5843926228401
chr10:19175440	437	47	114	0.0016727688787185	0.0320800915331807	0.1075514874141876	0.2608695652173913	0.12495148	PIP_0.1-0.5	UBE2V2P1	21.634928526409254
chr10:1936534	446	51	205	-0.0024013452914798	0.0401950672645739	0.1143497757847533	0.4596412556053811	0.9665601	PIP>0.9	ENSG00000287653	13.860409662737773
chr10:20090624	432	7	104	0.0049050925925925	0.0511967592592592	0.0162037037037037	0.2407407407407407	0.11657053	PIP_0.1-0.5	ENSG00000238246	11.923606375958958
chr10:20856591	429	1	60	0.0006503496503496	0.0426969696969697	0.0023310023310023	0.1398601398601398	0.8862316	PIP_0.5-0.9	ENSG00000230112	14.295555524904229
chr10:21463453	434	24	106	-0.0005391705069124	0.0296175115207373	0.0552995391705069	0.2442396313364055	0.8726637	PIP_0.5-0.9	Metazoa_SRP	36.64465126415889
chr10:23855007	422	12	124	0.0029834123222748	0.0364383886255924	0.0284360189573459	0.2938388625592417	0.9866268	PIP>0.9	KIAA1217	14.551778374889576
chr10:25370750	432	3	90	7.407407407407409e-05	0.0483657407407407	0.0069444444444444	0.2083333333333333	0.042954803	PIP<0.1	RN7SKP220	19.02380049682083
chr10:25574848	436	9	118	-0.0001100917431192	0.0511009174311926	0.0206422018348623	0.2706422018348624	0.090020776	PIP<0.1	GPN3P1	21.464941056020216
chr10:2607063	444	17	137	0.0033175675675675	0.0416373873873873	0.0382882882882882	0.3085585585585585	0.5715656	PIP_0.5-0.9	LINC02645	21.0483162022685
chr10:26652343	442	25	138	-0.0014027149321266	0.0283755656108597	0.0565610859728506	0.3122171945701357	0.16095006	PIP_0.1-0.5	FAM238B	20.39970218680172
chr10:27378550	444	6	98	-0.0024144144144144	0.0393648648648648	0.0135135135135135	0.2207207207207207	1.0	PIP>0.9	TRIAP1P1	45.50796685641877
chr10:27951488	433	4	85	0.0023441108545034	0.0465427251732101	0.0092378752886836	0.1963048498845265	0.8392481	PIP_0.5-0.9	ODAD2	13.25029376416941
chr10:28051811	438	19	112	-0.0006187214611872	0.0443858447488584	0.0433789954337899	0.2557077625570776	0.0453794	PIP<0.1	MRPS21P5	28.639875042665697
chr10:28654532	443	16	114	0.001706546275395	0.0361173814898419	0.0361173814898419	0.2573363431151241	0.9531043	PIP>0.9	TPRKBP1	24.0939908806639
chr10:28967359	447	10	128	-0.0024250559284116	0.0361700223713646	0.0223713646532438	0.2863534675615212	0.7389895	PIP_0.5-0.9	RPL21P93	12.00310156228256
chr10:29516361	441	51	154	0.0002902494331065	0.0386802721088435	0.1156462585034013	0.3492063492063492	0.9998767	PIP>0.9	MIR604	47.147031660800266
chr10:29664091	444	34	151	0.0002567567567567	0.0517657657657657	0.0765765765765765	0.3400900900900901	0.557583	PIP_0.5-0.9	CKS1BP2	28.917378648191075
chr10:29928895	448	5	88	-0.0013794642857142	0.0386071428571428	0.0111607142857142	0.1964285714285714	0.04080552	PIP<0.1	ENSG00000289616	28.963974975497205
chr10:30113840	446	38	172	-0.0006614349775784	0.0466569506726457	0.085201793721973	0.3856502242152466	0.90033895	PIP>0.9	JCAD	27.33284826354655
chr10:30723792	446	7	129	0.0036614349775784	0.0294417040358744	0.0156950672645739	0.289237668161435	0.4172724	PIP_0.1-0.5	LINC02644	24.54121305898429
chr10:31413466	435	37	66	-0.003271264367816	0.0295655172413793	0.0850574712643678	0.1517241379310344	0.012895465	PIP<0.1	SPTLC1P1	13.206717914206603
chr10:3205446	444	44	194	0.0029842342342342	0.0389977477477477	0.0990990990990991	0.4369369369369369	0.99999565	PIP>0.9	ENSG00000288566	29.90198221271905
chr10:32889920	428	19	95	-0.0045607476635514	0.037733644859813	0.0443925233644859	0.2219626168224299	0.109445274	PIP_0.1-0.5	C1DP1	15.6698829243648
chr10:34294241	432	14	138	0.0010578703703703	0.0498356481481481	0.0324074074074074	0.3194444444444444	0.0627588	PIP<0.1	Y_RNA	13.978905505812756
chr10:34821074	442	25	130	0.0014095022624434	0.0408438914027149	0.0565610859728506	0.2941176470588235	0.13616794	PIP_0.1-0.5	PARD3-DT	10.478002534903576
chr10:35776293	445	3	105	0.0049797752808988	0.0400808988764044	0.0067415730337078	0.2359550561797752	0.99999994	PIP>0.9	PCAT5	20.17903113519688
chr10:36029458	438	4	96	-0.0024200913242009	0.0468173515981735	0.0091324200913242	0.2191780821917808	0.21384722	PIP_0.1-0.5	ENSG00000227475	37.00726721782153
chr10:36494621	436	3	80	-0.0018119266055045	0.0477614678899082	0.0068807339449541	0.1834862385321101	0.74920505	PIP_0.5-0.9	NAMPTP1	10.759671973115248
chr10:36631358	446	13	120	-0.0008609865470852	0.0382735426008968	0.0291479820627802	0.2690582959641255	0.048028827	PIP<0.1	Y_RNA	13.313592497321608
chr10:36768704	437	15	132	0.0028558352402745	0.0515652173913043	0.034324942791762	0.3020594965675057	0.017871737	PIP<0.1	Y_RNA	36.02225640212477
chr10:37357530	421	2	52	0.0033942992874109	0.0727909738717339	0.004750593824228	0.1235154394299287	0.2040503	PIP_0.1-0.5	VN1R53P	35.51357202773787
chr10:37726522	431	32	156	0.0051577726218097	0.0441647331786542	0.074245939675174	0.3619489559164733	0.0028485656	PIP<0.1	ENSG00000226578	14.91236805281544
chr10:38105266	429	90	93	-0.0008624708624708	0.0242284382284382	0.2097902097902098	0.2167832167832167	0.0030004978	PIP<0.1	FXYD6P2	22.0351293433728
chr10:38821318	445	66	160	-0.0004831460674157	0.0335483146067415	0.148314606741573	0.3595505617977528	0.0068590045	PIP<0.1	ENSG00000233832	21.783132214064537
chr10:38935411	452	2	193	0.0003185840707964	0.0444778761061946	0.0044247787610619	0.4269911504424779	0.22892499	PIP_0.1-0.5	SEPTIN7P9	11.606176557465446
chr10:39380392	442	9	94	0.0039479638009049	0.0590067873303167	0.0203619909502262	0.2126696832579185	0.17339432	PIP_0.1-0.5	ENSG00000233832	21.853226528552565
chr10:39454560	438	16	125	-0.0014543378995433	0.0459337899543378	0.0365296803652968	0.2853881278538813	0.14023203	PIP_0.1-0.5	ENSG00000233832	19.101923672967807
chr10:39550154	449	28	121	0.0011469933184855	0.0437305122494432	0.0623608017817371	0.2694877505567928	0.67662114	PIP_0.5-0.9	ENSG00000233832	38.50994639581091
chr10:42105158	447	309	386	0.0003780760626398	0.1261275167785235	0.6912751677852349	0.8635346756152126	0.13626754	PIP_0.1-0.5	KSR1P1	12.240662605045795
chr10:42234375	448	13	83	-0.002484375	0.033234375	0.0290178571428571	0.1852678571428571	0.22344238	PIP_0.1-0.5	ENSG00000290458	31.5882988999279
chr10:43579116	442	5	94	-0.0016425339366515	0.0504886877828054	0.0113122171945701	0.2126696832579185	0.06362033	PIP<0.1	ZNF239	16.115574207194598
chr10:44061586	432	3	93	-0.0048958333333333	0.0406504629629629	0.0069444444444444	0.2152777777777778	1.0	PIP>0.9	ENSG00000227029	18.95592396551571
chr10:44190640	432	8	103	-0.0058287037037037	0.0488981481481481	0.0185185185185185	0.2384259259259259	0.9989493	PIP>0.9	ENSG00000237590	40.638635637028656
chr10:46281388	445	63	202	0.0001505617977528	0.0245505617977528	0.1415730337078651	0.4539325842696629	0.9989572	PIP>0.9	ANTXRL	24.012131257992262
chr10:46561558	452	2	104	-0.0008650442477876	0.0345907079646017	0.0044247787610619	0.2300884955752212	0.9140164	PIP>0.9	GPRIN2	12.99129335204549
chr10:47670905	440	4	109	-0.0004681818181818	0.0456227272727272	0.009090909090909	0.2477272727272727	0.7199289	PIP_0.5-0.9	SHLD2P3	18.56370704789524
chr10:47707914	428	11	109	-0.0013247663551401	0.0627593457943925	0.0257009345794392	0.2546728971962617	0.6215484	PIP_0.5-0.9	RHEBP2	11.2670801602923
chr10:49112657	430	74	186	0.0044186046511627	0.0410976744186046	0.1720930232558139	0.4325581395348837	0.059977055	PIP<0.1	VSTM4	13.62573629946426
chr10:50141963	447	1	59	0.0029239373601789	0.0366196868008948	0.0022371364653243	0.1319910514541387	0.9997359	PIP>0.9	SLC9A3P1	15.131610564382976
chr10:50633013	440	9	70	0.000975	0.0369113636363636	0.0204545454545454	0.1590909090909091	0.12945896	PIP_0.1-0.5	NUTM2HP	15.167953177419692
chr10:50676387	449	27	137	0.0007483296213808	0.0319510022271714	0.0601336302895322	0.3051224944320713	0.11482686	PIP_0.1-0.5	NUTM2HP	14.927953724909564
chr10:5099354	445	13	123	0.0012112359550561	0.0383573033707865	0.0292134831460674	0.2764044943820224	0.13161618	PIP_0.1-0.5	U8	32.267735861728866
chr10:51766020	437	7	71	0.0008924485125858	0.0496155606407322	0.0160183066361556	0.1624713958810068	0.21598303	PIP_0.1-0.5	CSTF2T	12.883768635473569
chr10:51894864	440	3	74	-0.0010340909090909	0.0610613636363636	0.0068181818181818	0.1681818181818181	0.59585774	PIP_0.5-0.9	ENSG00000289527	15.770788058389355
chr10:5258555	441	12	135	-0.0018843537414965	0.0434126984126984	0.0272108843537414	0.3061224489795918	0.2389642	PIP_0.1-0.5	LINC02561	12.181824085748936
chr10:52798610	444	2	81	0.0007004504504504	0.0964752252252252	0.0045045045045045	0.1824324324324324	0.0016394854	PIP<0.1	MBL2	9.99968216584614
chr10:52860030	438	12	97	-0.0007260273972602	0.0709269406392694	0.0273972602739726	0.2214611872146118	0.26039803	PIP_0.1-0.5	Y_RNA	19.32883423273288
chr10:5366850	450	89	203	0.0013622222222222	0.0362377777777777	0.1977777777777777	0.4511111111111111	0.92477506	PIP>0.9	UCN3	26.46436258449816
chr10:56221771	443	0	72	-0.0032099322799097	0.0540857787810383	0.0	0.1625282167042889	0.008426666	PIP<0.1	ZWINT	44.69974193921196
chr10:56323587	427	6	100	0.0005925058548009	0.0492201405152224	0.0140515222482435	0.234192037470726	0.6579477	PIP_0.5-0.9	ZWINT	29.0395970800255
chr10:56916909	431	4	88	0.0009211136890951	0.0447262180974477	0.0092807424593967	0.2041763341067285	0.06247723	PIP<0.1	ENSG00000289158	14.788920782041387
chr10:57242434	433	1	80	-0.0031316397228637	0.0674226327944572	0.0023094688221709	0.184757505773672	0.002537012	PIP<0.1	ENSG00000289158	33.490596600999915
chr10:58920589	441	2	74	0.0049614512471655	0.0485850340136054	0.0045351473922902	0.1678004535147392	0.048923433	PIP<0.1	RN7SKP196	9.943327190657454
chr10:59256631	416	4	89	-0.000264423076923	0.061625	0.0096153846153846	0.2139423076923076	0.14240587	PIP_0.1-0.5	ENSG00000236556	37.88740356701037
chr10:5976138	446	62	134	0.0016233183856502	0.011304932735426	0.1390134529147982	0.3004484304932735	0.188514	PIP_0.1-0.5	IL15RA	11.489285673425632
chr10:60770462	446	1	62	-0.0010044843049327	0.0424887892376681	0.0022421524663677	0.1390134529147982	0.3326534	PIP_0.1-0.5	CDK1	15.178103757227229
chr10:62701345	438	16	81	0.0015022831050228	0.0314383561643835	0.0365296803652968	0.184931506849315	0.86383003	PIP_0.5-0.9	ALDH7A1P4	20.396437807906786
chr10:6311137	447	47	125	0.0008478747203579	0.0292013422818791	0.105145413870246	0.2796420581655481	0.8759282	PIP_0.5-0.9	SDCBPP1	27.41700507550993
chr10:6698931	446	29	138	0.0023699551569506	0.0382488789237668	0.0650224215246636	0.3094170403587444	0.04710275	PIP<0.1	LINP1	10.680564664933488
chr10:6799858	442	18	176	0.0019117647058823	0.0472601809954751	0.0407239819004524	0.3981900452488687	0.15917009	PIP_0.1-0.5	ENSG00000285845	11.617405956013895
chr10:6922780	448	16	132	-0.0039330357142857	0.0438660714285714	0.0357142857142857	0.2946428571428571	0.81990874	PIP_0.5-0.9	ENSG00000291288	12.012800441794155
chr10:70695494	443	4	98	0.0013589164785553	0.0383792325056433	0.0090293453724604	0.2212189616252821	1.0	PIP>0.9	ADAMTS14	18.58352792581593
chr10:71775545	451	12	93	-0.0004678492239467	0.0271685144124168	0.0266075388026607	0.2062084257206208	0.40939224	PIP_0.1-0.5	VSIR	18.08769700320068
chr10:71974399	445	76	207	-0.0045191011235955	0.049314606741573	0.1707865168539326	0.4651685393258427	0.96620804	PIP>0.9	CHST3	19.74449493181565
chr10:72479361	428	55	92	0.001483644859813	0.0237827102803738	0.1285046728971962	0.2149532710280373	0.005649507	PIP<0.1	ENSG00000226163	18.800581512434388
chr10:73064873	416	71	64	-0.0022692307692307	0.0210096153846153	0.1706730769230769	0.1538461538461538	0.0008163452	PIP<0.1	RNU6-833P	12.856685799454606
chr10:73658356	434	45	122	0.0004953917050691	0.032126728110599	0.1036866359447004	0.2811059907834101	0.52417725	PIP_0.5-0.9	SYNPO2L	11.364943606956832
chr10:76733900	434	5	96	0.0048341013824884	0.0549861751152073	0.0115207373271889	0.2211981566820276	0.88337153	PIP_0.5-0.9	ENSG00000252888	23.626426605426506
chr10:77902855	439	21	161	0.0007129840546697	0.0370637813211845	0.0478359908883826	0.3667425968109339	0.12780488	PIP_0.1-0.5	RN7SL284P	24.18914627111312
chr10:78099222	433	18	116	0.0022817551963048	0.0334364896073903	0.0415704387990762	0.2678983833718245	0.8097023	PIP_0.5-0.9	RPS24	22.456639693574783
chr10:78425814	442	25	98	-0.0071153846153846	0.0652330316742081	0.0565610859728506	0.2217194570135746	0.99526036	PIP>0.9	SNORA71	18.86484290615433
chr10:79674684	444	43	131	-0.0053738738738738	0.0559459459459459	0.0968468468468468	0.295045045045045	0.67861724	PIP_0.5-0.9	BEND3P3	41.90128469327933
chr10:79863309	442	7	110	0.002076923076923	0.0416334841628959	0.0158371040723981	0.248868778280543	0.7399685	PIP_0.5-0.9	NPAP1P2	16.513562626721765
chr10:80783381	445	1	57	-0.0001999999999999	0.0418629213483146	0.0022471910112359	0.1280898876404494	0.8887481	PIP_0.5-0.9	FARSBP1	38.66048814577641
chr10:81262146	441	22	133	-0.0013219954648526	0.0349863945578231	0.0498866213151927	0.3015873015873015	0.11218536	PIP_0.1-0.5	RPA2P2	34.87359458935662
chr10:83318822	439	1	71	0.0068542141230068	0.0670683371298405	0.0022779043280182	0.1617312072892938	0.49964392	PIP_0.1-0.5	MARK2P15	20.77422453758113
chr10:83836323	427	11	95	-0.0059555035128805	0.044288056206089	0.0257611241217798	0.2224824355971897	0.99999684	PIP>0.9	RNU6-129P	11.465091061765753
chr10:84040882	433	1	81	-0.000459584295612	0.0429769053117782	0.0023094688221709	0.1870669745958429	0.28765595	PIP_0.1-0.5	RNU1-65P	18.382285602260712
chr10:8468249	445	18	142	0.0012966292134831	0.0401820224719101	0.0404494382022471	0.3191011235955056	1.0	PIP>0.9	ENSG00000271251	45.691280320058816
chr10:84702896	445	1	87	0.0037483146067415	0.0448044943820224	0.0022471910112359	0.195505617977528	0.8727236	PIP_0.5-0.9	RPS3AP5	12.466224074424208
chr10:84820103	443	2	91	-0.0023995485327313	0.0455553047404063	0.0045146726862302	0.2054176072234763	0.21221155	PIP_0.1-0.5	RPS3AP5	35.02333474768323
chr10:85192425	430	5	73	-5.348837209302306e-05	0.0493744186046511	0.0116279069767441	0.1697674418604651	0.044906676	PIP<0.1	LINC01519	40.38305282377269
chr10:85352799	433	32	141	0.0010484988452655	0.0345866050808314	0.0739030023094688	0.325635103926097	0.14651084	PIP_0.1-0.5	LINC02647	15.43758411482274
chr10:8618443	438	13	127	0.0016689497716894	0.0447785388127853	0.0296803652968036	0.2899543378995434	0.8673309	PIP_0.5-0.9	CHCHD3P1	23.31298607005641
chr10:86206202	446	30	149	-0.0017600896860986	0.0338094170403587	0.0672645739910313	0.3340807174887892	0.87809783	PIP_0.5-0.9	MIR346	42.43939390403818
chr10:8652729	445	4	93	0.0008516853932584	0.0494629213483146	0.0089887640449438	0.2089887640449438	0.10285914	PIP_0.1-0.5	RNA5SP299	15.380715006989425
chr10:87490140	437	47	95	0.006578947368421	0.07141647597254	0.1075514874141876	0.217391304347826	0.7704048	PIP_0.5-0.9	NUTM2A	14.136453794203351
chr10:8972284	440	15	107	-0.0024318181818181	0.0539954545454545	0.034090909090909	0.2431818181818182	0.27616262	PIP_0.1-0.5	ENSG00000223808	43.25683169575567
chr10:91296485	446	9	149	-0.0015717488789237	0.0450739910313901	0.0201793721973094	0.3340807174887892	0.99999994	PIP>0.9	HECTD2	22.5289350221548
chr10:92542375	445	12	88	0.0009730337078651	0.0357235955056179	0.0269662921348314	0.197752808988764	0.9425862	PIP>0.9	IDE	26.85475753080899
chr10:92564664	443	30	112	-4.514672686230374e-06	0.0293047404063205	0.0677200902934537	0.2528216704288939	0.945411	PIP>0.9	IDE	11.37477354449804
chr10:92783774	438	17	123	0.0013675799086757	0.0391849315068493	0.0388127853881278	0.2808219178082192	0.75213057	PIP_0.5-0.9	EXOC6	44.23007343594653
chr10:92817165	437	16	94	0.0027139588100686	0.0348009153318077	0.0366132723112128	0.2151029748283753	0.48622227	PIP_0.1-0.5	EXOC6	19.77530282170653
chr10:93528340	438	53	66	0.001269406392694	0.02162100456621	0.1210045662100456	0.1506849315068493	0.09707266	PIP<0.1	FFAR4	13.299235101615416
chr10:95504954	439	17	133	-0.0016378132118451	0.0397927107061503	0.0387243735763098	0.3029612756264236	1.0	PIP>0.9	SORBS1	31.243805888477706
chr10:9557144	443	7	80	0.0011309255079006	0.056765237020316	0.0158013544018058	0.1805869074492099	0.08485657	PIP<0.1	ENSG00000287120	10.195676476216065
chr10:95572122	444	14	121	0.0007342342342342	0.0451171171171171	0.0315315315315315	0.2725225225225225	0.97181135	PIP>0.9	SORBS1	21.895710491139408
chr10:95659517	432	38	73	0.0004953703703703	0.0279861111111111	0.0879629629629629	0.1689814814814814	0.009819746	PIP<0.1	ENTPD1	12.553178179849638
chr10:95685730	437	36	78	-0.0004553775743707	0.023649885583524	0.0823798627002288	0.1784897025171624	0.14137071	PIP_0.1-0.5	ENTPD1	18.240173223380577
chr10:97944567	430	6	88	0.0044186046511627	0.0523255813953488	0.013953488372093	0.2046511627906976	0.06510699	PIP<0.1	CRTAC1	10.365098300282266
chr10:9831139	439	6	97	-0.0024214123006833	0.0487403189066059	0.0136674259681093	0.2209567198177676	0.15195692	PIP_0.1-0.5	LINC02663	30.558127202897253
chr11:100660214	439	17	118	-0.0042346241457858	0.0440660592255125	0.0387243735763098	0.2687927107061503	0.7997891	PIP_0.5-0.9	PPIAP43	18.113696055212017
chr11:102600203	444	58	156	0.0012432432432432	0.0263423423423423	0.1306306306306306	0.3513513513513513	0.0639621	PIP<0.1	MMP20-AS1	17.365638664010664
chr11:102817871	444	4	114	-0.0001509009009009	0.0432229729729729	0.009009009009009	0.2567567567567567	0.9295235	PIP>0.9	ENSG00000256035	46.94088645105512
chr11:102848214	443	0	78	0.0048306997742663	0.0469074492099322	0.0	0.1760722347629796	0.9851706	PIP>0.9	MMP3	42.859377027496095
chr11:103006481	443	7	70	-0.00441309255079	0.0590541760722347	0.0158013544018058	0.1580135440180587	0.99512947	PIP>0.9	ENSG00000276521	16.903564358261296
